"location" "target" "type" "unit" "bin_start_incl" "bin_end_notincl" "value"
"52" "Alabama" "1 wk ahead" "Bin" "percent" "5.0" "5.1" 0
"53" "Alabama" "1 wk ahead" "Bin" "percent" "5.1" "5.2" 0
"54" "Alabama" "1 wk ahead" "Bin" "percent" "5.2" "5.3" 0
"55" "Alabama" "1 wk ahead" "Bin" "percent" "5.3" "5.4" 0
"56" "Alabama" "1 wk ahead" "Bin" "percent" "5.4" "5.5" 0
"57" "Alabama" "1 wk ahead" "Bin" "percent" "5.5" "5.6" 0
"58" "Alabama" "1 wk ahead" "Bin" "percent" "5.6" "5.7" 0
"59" "Alabama" "1 wk ahead" "Bin" "percent" "5.7" "5.8" 0
"60" "Alabama" "1 wk ahead" "Bin" "percent" "5.8" "5.9" 0
"61" "Alabama" "1 wk ahead" "Bin" "percent" "5.9" "6.0" 0
"62" "Alabama" "1 wk ahead" "Bin" "percent" "6.0" "6.1" 0
"63" "Alabama" "1 wk ahead" "Bin" "percent" "6.1" "6.2" 0
"64" "Alabama" "1 wk ahead" "Bin" "percent" "6.2" "6.3" 0
"65" "Alabama" "1 wk ahead" "Bin" "percent" "6.3" "6.4" 0
"66" "Alabama" "1 wk ahead" "Bin" "percent" "6.4" "6.5" 0
"67" "Alabama" "1 wk ahead" "Bin" "percent" "6.5" "6.6" 0
"68" "Alabama" "1 wk ahead" "Bin" "percent" "6.6" "6.7" 0
"69" "Alabama" "1 wk ahead" "Bin" "percent" "6.7" "6.8" 0
"70" "Alabama" "1 wk ahead" "Bin" "percent" "6.8" "6.9" 0
"71" "Alabama" "1 wk ahead" "Bin" "percent" "6.9" "7.0" 0
"72" "Alabama" "1 wk ahead" "Bin" "percent" "7.0" "7.1" 0
"73" "Alabama" "1 wk ahead" "Bin" "percent" "7.1" "7.2" 0
"74" "Alabama" "1 wk ahead" "Bin" "percent" "7.2" "7.3" 0
"75" "Alabama" "1 wk ahead" "Bin" "percent" "7.3" "7.4" 0
"76" "Alabama" "1 wk ahead" "Bin" "percent" "7.4" "7.5" 0
"77" "Alabama" "1 wk ahead" "Bin" "percent" "7.5" "7.6" 0
"78" "Alabama" "1 wk ahead" "Bin" "percent" "7.6" "7.7" 0
"79" "Alabama" "1 wk ahead" "Bin" "percent" "7.7" "7.8" 0
"80" "Alabama" "1 wk ahead" "Bin" "percent" "7.8" "7.9" 0
"81" "Alabama" "1 wk ahead" "Bin" "percent" "7.9" "8.0" 0
"82" "Alabama" "1 wk ahead" "Bin" "percent" "8.0" "8.1" 0
"83" "Alabama" "1 wk ahead" "Bin" "percent" "8.1" "8.2" 0
"84" "Alabama" "1 wk ahead" "Bin" "percent" "8.2" "8.3" 0
"85" "Alabama" "1 wk ahead" "Bin" "percent" "8.3" "8.4" 0
"86" "Alabama" "1 wk ahead" "Bin" "percent" "8.4" "8.5" 0
"87" "Alabama" "1 wk ahead" "Bin" "percent" "8.5" "8.6" 0
"88" "Alabama" "1 wk ahead" "Bin" "percent" "8.6" "8.7" 0
"89" "Alabama" "1 wk ahead" "Bin" "percent" "8.7" "8.8" 0
"90" "Alabama" "1 wk ahead" "Bin" "percent" "8.8" "8.9" 0
"91" "Alabama" "1 wk ahead" "Bin" "percent" "8.9" "9.0" 0
"92" "Alabama" "1 wk ahead" "Bin" "percent" "9.0" "9.1" 0
"93" "Alabama" "1 wk ahead" "Bin" "percent" "9.1" "9.2" 0
"94" "Alabama" "1 wk ahead" "Bin" "percent" "9.2" "9.3" 0
"95" "Alabama" "1 wk ahead" "Bin" "percent" "9.3" "9.4" 0
"96" "Alabama" "1 wk ahead" "Bin" "percent" "9.4" "9.5" 0
"97" "Alabama" "1 wk ahead" "Bin" "percent" "9.5" "9.6" 0
"98" "Alabama" "1 wk ahead" "Bin" "percent" "9.6" "9.7" 0
"99" "Alabama" "1 wk ahead" "Bin" "percent" "9.7" "9.8" 0
"100" "Alabama" "1 wk ahead" "Bin" "percent" "9.8" "9.9" 0
"101" "Alabama" "1 wk ahead" "Bin" "percent" "9.9" "10.0" 0
"102" "Alabama" "1 wk ahead" "Bin" "percent" "10.0" "10.1" 0
"103" "Alabama" "1 wk ahead" "Bin" "percent" "10.1" "10.2" 0
"104" "Alabama" "1 wk ahead" "Bin" "percent" "10.2" "10.3" 0
"105" "Alabama" "1 wk ahead" "Bin" "percent" "10.3" "10.4" 0
"106" "Alabama" "1 wk ahead" "Bin" "percent" "10.4" "10.5" 0
"107" "Alabama" "1 wk ahead" "Bin" "percent" "10.5" "10.6" 0
"108" "Alabama" "1 wk ahead" "Bin" "percent" "10.6" "10.7" 0
"109" "Alabama" "1 wk ahead" "Bin" "percent" "10.7" "10.8" 0
"110" "Alabama" "1 wk ahead" "Bin" "percent" "10.8" "10.9" 0
"111" "Alabama" "1 wk ahead" "Bin" "percent" "10.9" "11.0" 0
"112" "Alabama" "1 wk ahead" "Bin" "percent" "11.0" "11.1" 0
"113" "Alabama" "1 wk ahead" "Bin" "percent" "11.1" "11.2" 0
"114" "Alabama" "1 wk ahead" "Bin" "percent" "11.2" "11.3" 0
"115" "Alabama" "1 wk ahead" "Bin" "percent" "11.3" "11.4" 0
"116" "Alabama" "1 wk ahead" "Bin" "percent" "11.4" "11.5" 0
"117" "Alabama" "1 wk ahead" "Bin" "percent" "11.5" "11.6" 0
"118" "Alabama" "1 wk ahead" "Bin" "percent" "11.6" "11.7" 0
"119" "Alabama" "1 wk ahead" "Bin" "percent" "11.7" "11.8" 0
"120" "Alabama" "1 wk ahead" "Bin" "percent" "11.8" "11.9" 0
"121" "Alabama" "1 wk ahead" "Bin" "percent" "11.9" "12.0" 0
"122" "Alabama" "1 wk ahead" "Bin" "percent" "12.0" "12.1" 0
"123" "Alabama" "1 wk ahead" "Bin" "percent" "12.1" "12.2" 0
"124" "Alabama" "1 wk ahead" "Bin" "percent" "12.2" "12.3" 0
"125" "Alabama" "1 wk ahead" "Bin" "percent" "12.3" "12.4" 0
"126" "Alabama" "1 wk ahead" "Bin" "percent" "12.4" "12.5" 0
"127" "Alabama" "1 wk ahead" "Bin" "percent" "12.5" "12.6" 0
"128" "Alabama" "1 wk ahead" "Bin" "percent" "12.6" "12.7" 0
"129" "Alabama" "1 wk ahead" "Bin" "percent" "12.7" "12.8" 0
"130" "Alabama" "1 wk ahead" "Bin" "percent" "12.8" "12.9" 0
"131" "Alabama" "1 wk ahead" "Bin" "percent" "12.9" "13.0" 0
"132" "Alabama" "1 wk ahead" "Bin" "percent" "13.0" "100.0" 0
"133" "Alabama" "2 wk ahead" "Point" "percent" NA NA 2.2
"134" "Alabama" "2 wk ahead" "Bin" "percent" "0.0" "0.1" 0
"135" "Alabama" "2 wk ahead" "Bin" "percent" "0.1" "0.2" 0
"136" "Alabama" "2 wk ahead" "Bin" "percent" "0.2" "0.3" 0
"137" "Alabama" "2 wk ahead" "Bin" "percent" "0.3" "0.4" 0
"138" "Alabama" "2 wk ahead" "Bin" "percent" "0.4" "0.5" 0
"139" "Alabama" "2 wk ahead" "Bin" "percent" "0.5" "0.6" 0
"140" "Alabama" "2 wk ahead" "Bin" "percent" "0.6" "0.7" 0
"141" "Alabama" "2 wk ahead" "Bin" "percent" "0.7" "0.8" 0
"142" "Alabama" "2 wk ahead" "Bin" "percent" "0.8" "0.9" 0
"143" "Alabama" "2 wk ahead" "Bin" "percent" "0.9" "1.0" 0
"144" "Alabama" "2 wk ahead" "Bin" "percent" "1.0" "1.1" 0
"145" "Alabama" "2 wk ahead" "Bin" "percent" "1.1" "1.2" 0
"146" "Alabama" "2 wk ahead" "Bin" "percent" "1.2" "1.3" 0
"147" "Alabama" "2 wk ahead" "Bin" "percent" "1.3" "1.4" 0
"148" "Alabama" "2 wk ahead" "Bin" "percent" "1.4" "1.5" 0
"149" "Alabama" "2 wk ahead" "Bin" "percent" "1.5" "1.6" 0
"150" "Alabama" "2 wk ahead" "Bin" "percent" "1.6" "1.7" 0.006
"151" "Alabama" "2 wk ahead" "Bin" "percent" "1.7" "1.8" 0.023
"152" "Alabama" "2 wk ahead" "Bin" "percent" "1.8" "1.9" 0.032
"153" "Alabama" "2 wk ahead" "Bin" "percent" "1.9" "2.0" 0.075
"154" "Alabama" "2 wk ahead" "Bin" "percent" "2.0" "2.1" 0.125
"155" "Alabama" "2 wk ahead" "Bin" "percent" "2.1" "2.2" 0.174
"156" "Alabama" "2 wk ahead" "Bin" "percent" "2.2" "2.3" 0.174
"157" "Alabama" "2 wk ahead" "Bin" "percent" "2.3" "2.4" 0.166
"158" "Alabama" "2 wk ahead" "Bin" "percent" "2.4" "2.5" 0.116
"159" "Alabama" "2 wk ahead" "Bin" "percent" "2.5" "2.6" 0.056
"160" "Alabama" "2 wk ahead" "Bin" "percent" "2.6" "2.7" 0.036
"161" "Alabama" "2 wk ahead" "Bin" "percent" "2.7" "2.8" 0.013
"162" "Alabama" "2 wk ahead" "Bin" "percent" "2.8" "2.9" 0.003
"163" "Alabama" "2 wk ahead" "Bin" "percent" "2.9" "3.0" 0
"164" "Alabama" "2 wk ahead" "Bin" "percent" "3.0" "3.1" 0.001
"165" "Alabama" "2 wk ahead" "Bin" "percent" "3.1" "3.2" 0
"166" "Alabama" "2 wk ahead" "Bin" "percent" "3.2" "3.3" 0
"167" "Alabama" "2 wk ahead" "Bin" "percent" "3.3" "3.4" 0
"168" "Alabama" "2 wk ahead" "Bin" "percent" "3.4" "3.5" 0
"169" "Alabama" "2 wk ahead" "Bin" "percent" "3.5" "3.6" 0
"170" "Alabama" "2 wk ahead" "Bin" "percent" "3.6" "3.7" 0
"171" "Alabama" "2 wk ahead" "Bin" "percent" "3.7" "3.8" 0
"172" "Alabama" "2 wk ahead" "Bin" "percent" "3.8" "3.9" 0
"173" "Alabama" "2 wk ahead" "Bin" "percent" "3.9" "4.0" 0
"174" "Alabama" "2 wk ahead" "Bin" "percent" "4.0" "4.1" 0
"175" "Alabama" "2 wk ahead" "Bin" "percent" "4.1" "4.2" 0
"176" "Alabama" "2 wk ahead" "Bin" "percent" "4.2" "4.3" 0
"177" "Alabama" "2 wk ahead" "Bin" "percent" "4.3" "4.4" 0
"178" "Alabama" "2 wk ahead" "Bin" "percent" "4.4" "4.5" 0
"179" "Alabama" "2 wk ahead" "Bin" "percent" "4.5" "4.6" 0
"180" "Alabama" "2 wk ahead" "Bin" "percent" "4.6" "4.7" 0
"181" "Alabama" "2 wk ahead" "Bin" "percent" "4.7" "4.8" 0
"182" "Alabama" "2 wk ahead" "Bin" "percent" "4.8" "4.9" 0
"183" "Alabama" "2 wk ahead" "Bin" "percent" "4.9" "5.0" 0
"184" "Alabama" "2 wk ahead" "Bin" "percent" "5.0" "5.1" 0
"185" "Alabama" "2 wk ahead" "Bin" "percent" "5.1" "5.2" 0
"186" "Alabama" "2 wk ahead" "Bin" "percent" "5.2" "5.3" 0
"187" "Alabama" "2 wk ahead" "Bin" "percent" "5.3" "5.4" 0
"188" "Alabama" "2 wk ahead" "Bin" "percent" "5.4" "5.5" 0
"189" "Alabama" "2 wk ahead" "Bin" "percent" "5.5" "5.6" 0
"190" "Alabama" "2 wk ahead" "Bin" "percent" "5.6" "5.7" 0
"191" "Alabama" "2 wk ahead" "Bin" "percent" "5.7" "5.8" 0
"192" "Alabama" "2 wk ahead" "Bin" "percent" "5.8" "5.9" 0
"193" "Alabama" "2 wk ahead" "Bin" "percent" "5.9" "6.0" 0
"194" "Alabama" "2 wk ahead" "Bin" "percent" "6.0" "6.1" 0
"195" "Alabama" "2 wk ahead" "Bin" "percent" "6.1" "6.2" 0
"196" "Alabama" "2 wk ahead" "Bin" "percent" "6.2" "6.3" 0
"197" "Alabama" "2 wk ahead" "Bin" "percent" "6.3" "6.4" 0
"198" "Alabama" "2 wk ahead" "Bin" "percent" "6.4" "6.5" 0
"199" "Alabama" "2 wk ahead" "Bin" "percent" "6.5" "6.6" 0
"200" "Alabama" "2 wk ahead" "Bin" "percent" "6.6" "6.7" 0
"201" "Alabama" "2 wk ahead" "Bin" "percent" "6.7" "6.8" 0
"202" "Alabama" "2 wk ahead" "Bin" "percent" "6.8" "6.9" 0
"203" "Alabama" "2 wk ahead" "Bin" "percent" "6.9" "7.0" 0
"204" "Alabama" "2 wk ahead" "Bin" "percent" "7.0" "7.1" 0
"205" "Alabama" "2 wk ahead" "Bin" "percent" "7.1" "7.2" 0
"206" "Alabama" "2 wk ahead" "Bin" "percent" "7.2" "7.3" 0
"207" "Alabama" "2 wk ahead" "Bin" "percent" "7.3" "7.4" 0
"208" "Alabama" "2 wk ahead" "Bin" "percent" "7.4" "7.5" 0
"209" "Alabama" "2 wk ahead" "Bin" "percent" "7.5" "7.6" 0
"210" "Alabama" "2 wk ahead" "Bin" "percent" "7.6" "7.7" 0
"211" "Alabama" "2 wk ahead" "Bin" "percent" "7.7" "7.8" 0
"212" "Alabama" "2 wk ahead" "Bin" "percent" "7.8" "7.9" 0
"213" "Alabama" "2 wk ahead" "Bin" "percent" "7.9" "8.0" 0
"214" "Alabama" "2 wk ahead" "Bin" "percent" "8.0" "8.1" 0
"215" "Alabama" "2 wk ahead" "Bin" "percent" "8.1" "8.2" 0
"216" "Alabama" "2 wk ahead" "Bin" "percent" "8.2" "8.3" 0
"217" "Alabama" "2 wk ahead" "Bin" "percent" "8.3" "8.4" 0
"218" "Alabama" "2 wk ahead" "Bin" "percent" "8.4" "8.5" 0
"219" "Alabama" "2 wk ahead" "Bin" "percent" "8.5" "8.6" 0
"220" "Alabama" "2 wk ahead" "Bin" "percent" "8.6" "8.7" 0
"221" "Alabama" "2 wk ahead" "Bin" "percent" "8.7" "8.8" 0
"222" "Alabama" "2 wk ahead" "Bin" "percent" "8.8" "8.9" 0
"223" "Alabama" "2 wk ahead" "Bin" "percent" "8.9" "9.0" 0
"224" "Alabama" "2 wk ahead" "Bin" "percent" "9.0" "9.1" 0
"225" "Alabama" "2 wk ahead" "Bin" "percent" "9.1" "9.2" 0
"226" "Alabama" "2 wk ahead" "Bin" "percent" "9.2" "9.3" 0
"227" "Alabama" "2 wk ahead" "Bin" "percent" "9.3" "9.4" 0
"228" "Alabama" "2 wk ahead" "Bin" "percent" "9.4" "9.5" 0
"229" "Alabama" "2 wk ahead" "Bin" "percent" "9.5" "9.6" 0
"230" "Alabama" "2 wk ahead" "Bin" "percent" "9.6" "9.7" 0
"231" "Alabama" "2 wk ahead" "Bin" "percent" "9.7" "9.8" 0
"232" "Alabama" "2 wk ahead" "Bin" "percent" "9.8" "9.9" 0
"233" "Alabama" "2 wk ahead" "Bin" "percent" "9.9" "10.0" 0
"234" "Alabama" "2 wk ahead" "Bin" "percent" "10.0" "10.1" 0
"235" "Alabama" "2 wk ahead" "Bin" "percent" "10.1" "10.2" 0
"236" "Alabama" "2 wk ahead" "Bin" "percent" "10.2" "10.3" 0
"237" "Alabama" "2 wk ahead" "Bin" "percent" "10.3" "10.4" 0
"238" "Alabama" "2 wk ahead" "Bin" "percent" "10.4" "10.5" 0
"239" "Alabama" "2 wk ahead" "Bin" "percent" "10.5" "10.6" 0
"240" "Alabama" "2 wk ahead" "Bin" "percent" "10.6" "10.7" 0
"241" "Alabama" "2 wk ahead" "Bin" "percent" "10.7" "10.8" 0
"242" "Alabama" "2 wk ahead" "Bin" "percent" "10.8" "10.9" 0
"243" "Alabama" "2 wk ahead" "Bin" "percent" "10.9" "11.0" 0
"244" "Alabama" "2 wk ahead" "Bin" "percent" "11.0" "11.1" 0
"245" "Alabama" "2 wk ahead" "Bin" "percent" "11.1" "11.2" 0
"246" "Alabama" "2 wk ahead" "Bin" "percent" "11.2" "11.3" 0
"247" "Alabama" "2 wk ahead" "Bin" "percent" "11.3" "11.4" 0
"248" "Alabama" "2 wk ahead" "Bin" "percent" "11.4" "11.5" 0
"249" "Alabama" "2 wk ahead" "Bin" "percent" "11.5" "11.6" 0
"250" "Alabama" "2 wk ahead" "Bin" "percent" "11.6" "11.7" 0
"251" "Alabama" "2 wk ahead" "Bin" "percent" "11.7" "11.8" 0
"252" "Alabama" "2 wk ahead" "Bin" "percent" "11.8" "11.9" 0
"253" "Alabama" "2 wk ahead" "Bin" "percent" "11.9" "12.0" 0
"254" "Alabama" "2 wk ahead" "Bin" "percent" "12.0" "12.1" 0
"255" "Alabama" "2 wk ahead" "Bin" "percent" "12.1" "12.2" 0
"256" "Alabama" "2 wk ahead" "Bin" "percent" "12.2" "12.3" 0
"257" "Alabama" "2 wk ahead" "Bin" "percent" "12.3" "12.4" 0
"258" "Alabama" "2 wk ahead" "Bin" "percent" "12.4" "12.5" 0
"259" "Alabama" "2 wk ahead" "Bin" "percent" "12.5" "12.6" 0
"260" "Alabama" "2 wk ahead" "Bin" "percent" "12.6" "12.7" 0
"261" "Alabama" "2 wk ahead" "Bin" "percent" "12.7" "12.8" 0
"262" "Alabama" "2 wk ahead" "Bin" "percent" "12.8" "12.9" 0
"263" "Alabama" "2 wk ahead" "Bin" "percent" "12.9" "13.0" 0
"264" "Alabama" "2 wk ahead" "Bin" "percent" "13.0" "100.0" 0
"265" "Alabama" "3 wk ahead" "Point" "percent" NA NA 2.4
"266" "Alabama" "3 wk ahead" "Bin" "percent" "0.0" "0.1" 0
"267" "Alabama" "3 wk ahead" "Bin" "percent" "0.1" "0.2" 0
"268" "Alabama" "3 wk ahead" "Bin" "percent" "0.2" "0.3" 0
"269" "Alabama" "3 wk ahead" "Bin" "percent" "0.3" "0.4" 0
"270" "Alabama" "3 wk ahead" "Bin" "percent" "0.4" "0.5" 0
"271" "Alabama" "3 wk ahead" "Bin" "percent" "0.5" "0.6" 0
"272" "Alabama" "3 wk ahead" "Bin" "percent" "0.6" "0.7" 0
"273" "Alabama" "3 wk ahead" "Bin" "percent" "0.7" "0.8" 0
"274" "Alabama" "3 wk ahead" "Bin" "percent" "0.8" "0.9" 0
"275" "Alabama" "3 wk ahead" "Bin" "percent" "0.9" "1.0" 0
"276" "Alabama" "3 wk ahead" "Bin" "percent" "1.0" "1.1" 0
"277" "Alabama" "3 wk ahead" "Bin" "percent" "1.1" "1.2" 0
"278" "Alabama" "3 wk ahead" "Bin" "percent" "1.2" "1.3" 0.021
"279" "Alabama" "3 wk ahead" "Bin" "percent" "1.3" "1.4" 0.021
"280" "Alabama" "3 wk ahead" "Bin" "percent" "1.4" "1.5" 0.029
"281" "Alabama" "3 wk ahead" "Bin" "percent" "1.5" "1.6" 0.022
"282" "Alabama" "3 wk ahead" "Bin" "percent" "1.6" "1.7" 0.034
"283" "Alabama" "3 wk ahead" "Bin" "percent" "1.7" "1.8" 0.039
"284" "Alabama" "3 wk ahead" "Bin" "percent" "1.8" "1.9" 0.03
"285" "Alabama" "3 wk ahead" "Bin" "percent" "1.9" "2.0" 0.048
"286" "Alabama" "3 wk ahead" "Bin" "percent" "2.0" "2.1" 0.051
"287" "Alabama" "3 wk ahead" "Bin" "percent" "2.1" "2.2" 0.055
"288" "Alabama" "3 wk ahead" "Bin" "percent" "2.2" "2.3" 0.058
"289" "Alabama" "3 wk ahead" "Bin" "percent" "2.3" "2.4" 0.052
"290" "Alabama" "3 wk ahead" "Bin" "percent" "2.4" "2.5" 0.051
"291" "Alabama" "3 wk ahead" "Bin" "percent" "2.5" "2.6" 0.05
"292" "Alabama" "3 wk ahead" "Bin" "percent" "2.6" "2.7" 0.044
"293" "Alabama" "3 wk ahead" "Bin" "percent" "2.7" "2.8" 0.038
"294" "Alabama" "3 wk ahead" "Bin" "percent" "2.8" "2.9" 0.035
"295" "Alabama" "3 wk ahead" "Bin" "percent" "2.9" "3.0" 0.033
"296" "Alabama" "3 wk ahead" "Bin" "percent" "3.0" "3.1" 0.05
"297" "Alabama" "3 wk ahead" "Bin" "percent" "3.1" "3.2" 0.037
"298" "Alabama" "3 wk ahead" "Bin" "percent" "3.2" "3.3" 0.033
"299" "Alabama" "3 wk ahead" "Bin" "percent" "3.3" "3.4" 0.028
"300" "Alabama" "3 wk ahead" "Bin" "percent" "3.4" "3.5" 0.029
"301" "Alabama" "3 wk ahead" "Bin" "percent" "3.5" "3.6" 0.026
"302" "Alabama" "3 wk ahead" "Bin" "percent" "3.6" "3.7" 0.013
"303" "Alabama" "3 wk ahead" "Bin" "percent" "3.7" "3.8" 0.018
"304" "Alabama" "3 wk ahead" "Bin" "percent" "3.8" "3.9" 0.014
"305" "Alabama" "3 wk ahead" "Bin" "percent" "3.9" "4.0" 0.005
"306" "Alabama" "3 wk ahead" "Bin" "percent" "4.0" "4.1" 0.009
"307" "Alabama" "3 wk ahead" "Bin" "percent" "4.1" "4.2" 0.009
"308" "Alabama" "3 wk ahead" "Bin" "percent" "4.2" "4.3" 0.006
"309" "Alabama" "3 wk ahead" "Bin" "percent" "4.3" "4.4" 0.004
"310" "Alabama" "3 wk ahead" "Bin" "percent" "4.4" "4.5" 0.001
"311" "Alabama" "3 wk ahead" "Bin" "percent" "4.5" "4.6" 0.002
"312" "Alabama" "3 wk ahead" "Bin" "percent" "4.6" "4.7" 0
"313" "Alabama" "3 wk ahead" "Bin" "percent" "4.7" "4.8" 0.002
"314" "Alabama" "3 wk ahead" "Bin" "percent" "4.8" "4.9" 0.001
"315" "Alabama" "3 wk ahead" "Bin" "percent" "4.9" "5.0" 0
"316" "Alabama" "3 wk ahead" "Bin" "percent" "5.0" "5.1" 0.001
"317" "Alabama" "3 wk ahead" "Bin" "percent" "5.1" "5.2" 0
"318" "Alabama" "3 wk ahead" "Bin" "percent" "5.2" "5.3" 0
"319" "Alabama" "3 wk ahead" "Bin" "percent" "5.3" "5.4" 0
"320" "Alabama" "3 wk ahead" "Bin" "percent" "5.4" "5.5" 0.001
"321" "Alabama" "3 wk ahead" "Bin" "percent" "5.5" "5.6" 0
"322" "Alabama" "3 wk ahead" "Bin" "percent" "5.6" "5.7" 0
"323" "Alabama" "3 wk ahead" "Bin" "percent" "5.7" "5.8" 0
"324" "Alabama" "3 wk ahead" "Bin" "percent" "5.8" "5.9" 0
"325" "Alabama" "3 wk ahead" "Bin" "percent" "5.9" "6.0" 0
"326" "Alabama" "3 wk ahead" "Bin" "percent" "6.0" "6.1" 0
"327" "Alabama" "3 wk ahead" "Bin" "percent" "6.1" "6.2" 0
"328" "Alabama" "3 wk ahead" "Bin" "percent" "6.2" "6.3" 0
"329" "Alabama" "3 wk ahead" "Bin" "percent" "6.3" "6.4" 0
"330" "Alabama" "3 wk ahead" "Bin" "percent" "6.4" "6.5" 0
"331" "Alabama" "3 wk ahead" "Bin" "percent" "6.5" "6.6" 0
"332" "Alabama" "3 wk ahead" "Bin" "percent" "6.6" "6.7" 0
"333" "Alabama" "3 wk ahead" "Bin" "percent" "6.7" "6.8" 0
"334" "Alabama" "3 wk ahead" "Bin" "percent" "6.8" "6.9" 0
"335" "Alabama" "3 wk ahead" "Bin" "percent" "6.9" "7.0" 0
"336" "Alabama" "3 wk ahead" "Bin" "percent" "7.0" "7.1" 0
"337" "Alabama" "3 wk ahead" "Bin" "percent" "7.1" "7.2" 0
"338" "Alabama" "3 wk ahead" "Bin" "percent" "7.2" "7.3" 0
"339" "Alabama" "3 wk ahead" "Bin" "percent" "7.3" "7.4" 0
"340" "Alabama" "3 wk ahead" "Bin" "percent" "7.4" "7.5" 0
"341" "Alabama" "3 wk ahead" "Bin" "percent" "7.5" "7.6" 0
"342" "Alabama" "3 wk ahead" "Bin" "percent" "7.6" "7.7" 0
"343" "Alabama" "3 wk ahead" "Bin" "percent" "7.7" "7.8" 0
"344" "Alabama" "3 wk ahead" "Bin" "percent" "7.8" "7.9" 0
"345" "Alabama" "3 wk ahead" "Bin" "percent" "7.9" "8.0" 0
