"","location","target","type","unit","bin_start_incl","bin_end_notincl","value"
"151","Alabama","2 wk ahead","Bin","percent","1.7","1.8",0.012
"152","Alabama","2 wk ahead","Bin","percent","1.8","1.9",0.016
"153","Alabama","2 wk ahead","Bin","percent","1.9","2.0",0.02
"154","Alabama","2 wk ahead","Bin","percent","2.0","2.1",0.014
"155","Alabama","2 wk ahead","Bin","percent","2.1","2.2",0.014
"156","Alabama","2 wk ahead","Bin","percent","2.2","2.3",0.02
"157","Alabama","2 wk ahead","Bin","percent","2.3","2.4",0.029
"158","Alabama","2 wk ahead","Bin","percent","2.4","2.5",0.022
"159","Alabama","2 wk ahead","Bin","percent","2.5","2.6",0.034
"160","Alabama","2 wk ahead","Bin","percent","2.6","2.7",0.036
"161","Alabama","2 wk ahead","Bin","percent","2.7","2.8",0.029
"162","Alabama","2 wk ahead","Bin","percent","2.8","2.9",0.041
"163","Alabama","2 wk ahead","Bin","percent","2.9","3.0",0.033
"164","Alabama","2 wk ahead","Bin","percent","3.0","3.1",0.039
"165","Alabama","2 wk ahead","Bin","percent","3.1","3.2",0.022
"166","Alabama","2 wk ahead","Bin","percent","3.2","3.3",0.018
"167","Alabama","2 wk ahead","Bin","percent","3.3","3.4",0.022
"168","Alabama","2 wk ahead","Bin","percent","3.4","3.5",0.029
"169","Alabama","2 wk ahead","Bin","percent","3.5","3.6",0.017
"170","Alabama","2 wk ahead","Bin","percent","3.6","3.7",0.026
"171","Alabama","2 wk ahead","Bin","percent","3.7","3.8",0.022
"172","Alabama","2 wk ahead","Bin","percent","3.8","3.9",0.021
"173","Alabama","2 wk ahead","Bin","percent","3.9","4.0",0.024
"174","Alabama","2 wk ahead","Bin","percent","4.0","4.1",0.016
"175","Alabama","2 wk ahead","Bin","percent","4.1","4.2",0.022
"176","Alabama","2 wk ahead","Bin","percent","4.2","4.3",0.019
"177","Alabama","2 wk ahead","Bin","percent","4.3","4.4",0.025
"178","Alabama","2 wk ahead","Bin","percent","4.4","4.5",0.014
"179","Alabama","2 wk ahead","Bin","percent","4.5","4.6",0.013
"180","Alabama","2 wk ahead","Bin","percent","4.6","4.7",0.025
"181","Alabama","2 wk ahead","Bin","percent","4.7","4.8",0.017
"182","Alabama","2 wk ahead","Bin","percent","4.8","4.9",0.012
"183","Alabama","2 wk ahead","Bin","percent","4.9","5.0",0.022
"184","Alabama","2 wk ahead","Bin","percent","5.0","5.1",0.01
"185","Alabama","2 wk ahead","Bin","percent","5.1","5.2",0.009
"186","Alabama","2 wk ahead","Bin","percent","5.2","5.3",0.014
"187","Alabama","2 wk ahead","Bin","percent","5.3","5.4",0.009
"188","Alabama","2 wk ahead","Bin","percent","5.4","5.5",0.007
"189","Alabama","2 wk ahead","Bin","percent","5.5","5.6",0.009
"190","Alabama","2 wk ahead","Bin","percent","5.6","5.7",0.004
"191","Alabama","2 wk ahead","Bin","percent","5.7","5.8",0.011
"192","Alabama","2 wk ahead","Bin","percent","5.8","5.9",0.008
"193","Alabama","2 wk ahead","Bin","percent","5.9","6.0",0.008
"194","Alabama","2 wk ahead","Bin","percent","6.0","6.1",0.008
"195","Alabama","2 wk ahead","Bin","percent","6.1","6.2",0.007
"196","Alabama","2 wk ahead","Bin","percent","6.2","6.3",0.009
"197","Alabama","2 wk ahead","Bin","percent","6.3","6.4",0.005
"198","Alabama","2 wk ahead","Bin","percent","6.4","6.5",0.004
"199","Alabama","2 wk ahead","Bin","percent","6.5","6.6",0.002
"200","Alabama","2 wk ahead","Bin","percent","6.6","6.7",0.006
"201","Alabama","2 wk ahead","Bin","percent","6.7","6.8",0.004
"202","Alabama","2 wk ahead","Bin","percent","6.8","6.9",0.004
"203","Alabama","2 wk ahead","Bin","percent","6.9","7.0",0.007
"204","Alabama","2 wk ahead","Bin","percent","7.0","7.1",0.002
"205","Alabama","2 wk ahead","Bin","percent","7.1","7.2",0.005
"206","Alabama","2 wk ahead","Bin","percent","7.2","7.3",0.002
"207","Alabama","2 wk ahead","Bin","percent","7.3","7.4",0.002
"208","Alabama","2 wk ahead","Bin","percent","7.4","7.5",0.004
"209","Alabama","2 wk ahead","Bin","percent","7.5","7.6",0.006
"210","Alabama","2 wk ahead","Bin","percent","7.6","7.7",0.002
"211","Alabama","2 wk ahead","Bin","percent","7.7","7.8",0.004
"212","Alabama","2 wk ahead","Bin","percent","7.8","7.9",0.003
"213","Alabama","2 wk ahead","Bin","percent","7.9","8.0",0.004
"214","Alabama","2 wk ahead","Bin","percent","8.0","8.1",0
"215","Alabama","2 wk ahead","Bin","percent","8.1","8.2",0.001
"216","Alabama","2 wk ahead","Bin","percent","8.2","8.3",0.003
"217","Alabama","2 wk ahead","Bin","percent","8.3","8.4",0.001
"218","Alabama","2 wk ahead","Bin","percent","8.4","8.5",0
"219","Alabama","2 wk ahead","Bin","percent","8.5","8.6",0.001
"220","Alabama","2 wk ahead","Bin","percent","8.6","8.7",0
"221","Alabama","2 wk ahead","Bin","percent","8.7","8.8",0.002
"222","Alabama","2 wk ahead","Bin","percent","8.8","8.9",0.003
"223","Alabama","2 wk ahead","Bin","percent","8.9","9.0",0.004
"224","Alabama","2 wk ahead","Bin","percent","9.0","9.1",0.001
"225","Alabama","2 wk ahead","Bin","percent","9.1","9.2",0.002
"226","Alabama","2 wk ahead","Bin","percent","9.2","9.3",0
"227","Alabama","2 wk ahead","Bin","percent","9.3","9.4",0.001
"228","Alabama","2 wk ahead","Bin","percent","9.4","9.5",0
"229","Alabama","2 wk ahead","Bin","percent","9.5","9.6",0.002
"230","Alabama","2 wk ahead","Bin","percent","9.6","9.7",0.001
"231","Alabama","2 wk ahead","Bin","percent","9.7","9.8",0
"232","Alabama","2 wk ahead","Bin","percent","9.8","9.9",0.002
"233","Alabama","2 wk ahead","Bin","percent","9.9","10.0",0.001
"234","Alabama","2 wk ahead","Bin","percent","10.0","10.1",0
"235","Alabama","2 wk ahead","Bin","percent","10.1","10.2",0.001
"236","Alabama","2 wk ahead","Bin","percent","10.2","10.3",0.001
"237","Alabama","2 wk ahead","Bin","percent","10.3","10.4",0
"238","Alabama","2 wk ahead","Bin","percent","10.4","10.5",0.001
"239","Alabama","2 wk ahead","Bin","percent","10.5","10.6",0.001
"240","Alabama","2 wk ahead","Bin","percent","10.6","10.7",0
"241","Alabama","2 wk ahead","Bin","percent","10.7","10.8",0
"242","Alabama","2 wk ahead","Bin","percent","10.8","10.9",0
"243","Alabama","2 wk ahead","Bin","percent","10.9","11.0",0.002
"244","Alabama","2 wk ahead","Bin","percent","11.0","11.1",0
"245","Alabama","2 wk ahead","Bin","percent","11.1","11.2",0
"246","Alabama","2 wk ahead","Bin","percent","11.2","11.3",0
"247","Alabama","2 wk ahead","Bin","percent","11.3","11.4",0.001
"248","Alabama","2 wk ahead","Bin","percent","11.4","11.5",0
"249","Alabama","2 wk ahead","Bin","percent","11.5","11.6",0.001
"250","Alabama","2 wk ahead","Bin","percent","11.6","11.7",0.001
"251","Alabama","2 wk ahead","Bin","percent","11.7","11.8",0.001
"252","Alabama","2 wk ahead","Bin","percent","11.8","11.9",0
"253","Alabama","2 wk ahead","Bin","percent","11.9","12.0",0
"254","Alabama","2 wk ahead","Bin","percent","12.0","12.1",0.001
"255","Alabama","2 wk ahead","Bin","percent","12.1","12.2",0
"256","Alabama","2 wk ahead","Bin","percent","12.2","12.3",0.001
"257","Alabama","2 wk ahead","Bin","percent","12.3","12.4",0.001
"258","Alabama","2 wk ahead","Bin","percent","12.4","12.5",0.001
"259","Alabama","2 wk ahead","Bin","percent","12.5","12.6",0.001
"260","Alabama","2 wk ahead","Bin","percent","12.6","12.7",0
"261","Alabama","2 wk ahead","Bin","percent","12.7","12.8",0
"262","Alabama","2 wk ahead","Bin","percent","12.8","12.9",0
"263","Alabama","2 wk ahead","Bin","percent","12.9","13.0",0
"264","Alabama","2 wk ahead","Bin","percent","13.0","100.0",0.006
"265","Alabama","3 wk ahead","Point","percent",NA,NA,3.3
"266","Alabama","3 wk ahead","Bin","percent","0.0","0.1",0
"267","Alabama","3 wk ahead","Bin","percent","0.1","0.2",0
"268","Alabama","3 wk ahead","Bin","percent","0.2","0.3",0
"269","Alabama","3 wk ahead","Bin","percent","0.3","0.4",0
"270","Alabama","3 wk ahead","Bin","percent","0.4","0.5",0
"271","Alabama","3 wk ahead","Bin","percent","0.5","0.6",0
"272","Alabama","3 wk ahead","Bin","percent","0.6","0.7",0
"273","Alabama","3 wk ahead","Bin","percent","0.7","0.8",0
"274","Alabama","3 wk ahead","Bin","percent","0.8","0.9",0
"275","Alabama","3 wk ahead","Bin","percent","0.9","1.0",0.001
"276","Alabama","3 wk ahead","Bin","percent","1.0","1.1",0
"277","Alabama","3 wk ahead","Bin","percent","1.1","1.2",0.003
"278","Alabama","3 wk ahead","Bin","percent","1.2","1.3",0.005
"279","Alabama","3 wk ahead","Bin","percent","1.3","1.4",0.008
"280","Alabama","3 wk ahead","Bin","percent","1.4","1.5",0.004
"281","Alabama","3 wk ahead","Bin","percent","1.5","1.6",0.015
"282","Alabama","3 wk ahead","Bin","percent","1.6","1.7",0.012
"283","Alabama","3 wk ahead","Bin","percent","1.7","1.8",0.014
"284","Alabama","3 wk ahead","Bin","percent","1.8","1.9",0.021
"285","Alabama","3 wk ahead","Bin","percent","1.9","2.0",0.024
"286","Alabama","3 wk ahead","Bin","percent","2.0","2.1",0.022
"287","Alabama","3 wk ahead","Bin","percent","2.1","2.2",0.031
"288","Alabama","3 wk ahead","Bin","percent","2.2","2.3",0.028
"289","Alabama","3 wk ahead","Bin","percent","2.3","2.4",0.028
"290","Alabama","3 wk ahead","Bin","percent","2.4","2.5",0.034
"291","Alabama","3 wk ahead","Bin","percent","2.5","2.6",0.022
"292","Alabama","3 wk ahead","Bin","percent","2.6","2.7",0.041
"293","Alabama","3 wk ahead","Bin","percent","2.7","2.8",0.03
"294","Alabama","3 wk ahead","Bin","percent","2.8","2.9",0.036
"295","Alabama","3 wk ahead","Bin","percent","2.9","3.0",0.041
"296","Alabama","3 wk ahead","Bin","percent","3.0","3.1",0.03
"297","Alabama","3 wk ahead","Bin","percent","3.1","3.2",0.025
"298","Alabama","3 wk ahead","Bin","percent","3.2","3.3",0.019
"299","Alabama","3 wk ahead","Bin","percent","3.3","3.4",0.033
"300","Alabama","3 wk ahead","Bin","percent","3.4","3.5",0.023
"301","Alabama","3 wk ahead","Bin","percent","3.5","3.6",0.016
"302","Alabama","3 wk ahead","Bin","percent","3.6","3.7",0.026
"303","Alabama","3 wk ahead","Bin","percent","3.7","3.8",0.019
"304","Alabama","3 wk ahead","Bin","percent","3.8","3.9",0.023
"305","Alabama","3 wk ahead","Bin","percent","3.9","4.0",0.019
"306","Alabama","3 wk ahead","Bin","percent","4.0","4.1",0.017
"307","Alabama","3 wk ahead","Bin","percent","4.1","4.2",0.015
"308","Alabama","3 wk ahead","Bin","percent","4.2","4.3",0.015
"309","Alabama","3 wk ahead","Bin","percent","4.3","4.4",0.02
"310","Alabama","3 wk ahead","Bin","percent","4.4","4.5",0.019
"311","Alabama","3 wk ahead","Bin","percent","4.5","4.6",0.014
"312","Alabama","3 wk ahead","Bin","percent","4.6","4.7",0.017
"313","Alabama","3 wk ahead","Bin","percent","4.7","4.8",0.007
"314","Alabama","3 wk ahead","Bin","percent","4.8","4.9",0.012
"315","Alabama","3 wk ahead","Bin","percent","4.9","5.0",0.019
"316","Alabama","3 wk ahead","Bin","percent","5.0","5.1",0.01
"317","Alabama","3 wk ahead","Bin","percent","5.1","5.2",0.017
"318","Alabama","3 wk ahead","Bin","percent","5.2","5.3",0.007
"319","Alabama","3 wk ahead","Bin","percent","5.3","5.4",0.008
"320","Alabama","3 wk ahead","Bin","percent","5.4","5.5",0.01
"321","Alabama","3 wk ahead","Bin","percent","5.5","5.6",0.013
"322","Alabama","3 wk ahead","Bin","percent","5.6","5.7",0.003
"323","Alabama","3 wk ahead","Bin","percent","5.7","5.8",0.009
"324","Alabama","3 wk ahead","Bin","percent","5.8","5.9",0.005
"325","Alabama","3 wk ahead","Bin","percent","5.9","6.0",0.008
"326","Alabama","3 wk ahead","Bin","percent","6.0","6.1",0.009
"327","Alabama","3 wk ahead","Bin","percent","6.1","6.2",0.006
"328","Alabama","3 wk ahead","Bin","percent","6.2","6.3",0.005
"329","Alabama","3 wk ahead","Bin","percent","6.3","6.4",0.001
"330","Alabama","3 wk ahead","Bin","percent","6.4","6.5",0.005
"331","Alabama","3 wk ahead","Bin","percent","6.5","6.6",0.003
"332","Alabama","3 wk ahead","Bin","percent","6.6","6.7",0.002
"333","Alabama","3 wk ahead","Bin","percent","6.7","6.8",0.004
"334","Alabama","3 wk ahead","Bin","percent","6.8","6.9",0.003
"335","Alabama","3 wk ahead","Bin","percent","6.9","7.0",0.003
"336","Alabama","3 wk ahead","Bin","percent","7.0","7.1",0.003
"337","Alabama","3 wk ahead","Bin","percent","7.1","7.2",0.007
"338","Alabama","3 wk ahead","Bin","percent","7.2","7.3",0
"339","Alabama","3 wk ahead","Bin","percent","7.3","7.4",0.003
"340","Alabama","3 wk ahead","Bin","percent","7.4","7.5",0
"341","Alabama","3 wk ahead","Bin","percent","7.5","7.6",0
"342","Alabama","3 wk ahead","Bin","percent","7.6","7.7",0.004
"343","Alabama","3 wk ahead","Bin","percent","7.7","7.8",0.005
"344","Alabama","3 wk ahead","Bin","percent","7.8","7.9",0.001
"345","Alabama","3 wk ahead","Bin","percent","7.9","8.0",0.002
"346","Alabama","3 wk ahead","Bin","percent","8.0","8.1",0.002
"347","Alabama","3 wk ahead","Bin","percent","8.1","8.2",0.002
"348","Alabama","3 wk ahead","Bin","percent","8.2","8.3",0.003
"349","Alabama","3 wk ahead","Bin","percent","8.3","8.4",0.001
"350","Alabama","3 wk ahead","Bin","percent","8.4","8.5",0
"351","Alabama","3 wk ahead","Bin","percent","8.5","8.6",0.001
"352","Alabama","3 wk ahead","Bin","percent","8.6","8.7",0
"353","Alabama","3 wk ahead","Bin","percent","8.7","8.8",0.001
"354","Alabama","3 wk ahead","Bin","percent","8.8","8.9",0.003
"355","Alabama","3 wk ahead","Bin","percent","8.9","9.0",0.001
"356","Alabama","3 wk ahead","Bin","percent","9.0","9.1",0
"357","Alabama","3 wk ahead","Bin","percent","9.1","9.2",0.001
"358","Alabama","3 wk ahead","Bin","percent","9.2","9.3",0.001
"359","Alabama","3 wk ahead","Bin","percent","9.3","9.4",0.002
"360","Alabama","3 wk ahead","Bin","percent","9.4","9.5",0.001
"361","Alabama","3 wk ahead","Bin","percent","9.5","9.6",0
"362","Alabama","3 wk ahead","Bin","percent","9.6","9.7",0.002
"363","Alabama","3 wk ahead","Bin","percent","9.7","9.8",0.001
"364","Alabama","3 wk ahead","Bin","percent","9.8","9.9",0.001
"365","Alabama","3 wk ahead","Bin","percent","9.9","10.0",0
"366","Alabama","3 wk ahead","Bin","percent","10.0","10.1",0
"367","Alabama","3 wk ahead","Bin","percent","10.1","10.2",0
"368","Alabama","3 wk ahead","Bin","percent","10.2","10.3",0
"369","Alabama","3 wk ahead","Bin","percent","10.3","10.4",0
"370","Alabama","3 wk ahead","Bin","percent","10.4","10.5",0.001
"371","Alabama","3 wk ahead","Bin","percent","10.5","10.6",0.001
"372","Alabama","3 wk ahead","Bin","percent","10.6","10.7",0
"373","Alabama","3 wk ahead","Bin","percent","10.7","10.8",0.001
"374","Alabama","3 wk ahead","Bin","percent","10.8","10.9",0
"375","Alabama","3 wk ahead","Bin","percent","10.9","11.0",0.001
"376","Alabama","3 wk ahead","Bin","percent","11.0","11.1",0
"377","Alabama","3 wk ahead","Bin","percent","11.1","11.2",0.002
"378","Alabama","3 wk ahead","Bin","percent","11.2","11.3",0
"379","Alabama","3 wk ahead","Bin","percent","11.3","11.4",0
"380","Alabama","3 wk ahead","Bin","percent","11.4","11.5",0.001
"381","Alabama","3 wk ahead","Bin","percent","11.5","11.6",0
"382","Alabama","3 wk ahead","Bin","percent","11.6","11.7",0
"383","Alabama","3 wk ahead","Bin","percent","11.7","11.8",0
"384","Alabama","3 wk ahead","Bin","percent","11.8","11.9",0
"385","Alabama","3 wk ahead","Bin","percent","11.9","12.0",0.001
"386","Alabama","3 wk ahead","Bin","percent","12.0","12.1",0
"387","Alabama","3 wk ahead","Bin","percent","12.1","12.2",0
"388","Alabama","3 wk ahead","Bin","percent","12.2","12.3",0.001
"389","Alabama","3 wk ahead","Bin","percent","12.3","12.4",0
"390","Alabama","3 wk ahead","Bin","percent","12.4","12.5",0
"391","Alabama","3 wk ahead","Bin","percent","12.5","12.6",0.001
"392","Alabama","3 wk ahead","Bin","percent","12.6","12.7",0
"393","Alabama","3 wk ahead","Bin","percent","12.7","12.8",0
"394","Alabama","3 wk ahead","Bin","percent","12.8","12.9",0
"395","Alabama","3 wk ahead","Bin","percent","12.9","13.0",0
"396","Alabama","3 wk ahead","Bin","percent","13.0","100.0",0.003
"397","Alabama","4 wk ahead","Point","percent",NA,NA,2.8
"398","Alabama","4 wk ahead","Bin","percent","0.0","0.1",0
"399","Alabama","4 wk ahead","Bin","percent","0.1","0.2",0
"400","Alabama","4 wk ahead","Bin","percent","0.2","0.3",0
"401","Alabama","4 wk ahead","Bin","percent","0.3","0.4",0
"402","Alabama","4 wk ahead","Bin","percent","0.4","0.5",0
"403","Alabama","4 wk ahead","Bin","percent","0.5","0.6",0
"404","Alabama","4 wk ahead","Bin","percent","0.6","0.7",0
